Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeWhenStarted,AvgYearsPerCompany,StabilityInRole,LoyaltyToManager,CompanyLoyalty,PromotionFrequency,AvgTrainingPerYear,IncomePerKm,AvgMonthlyIncomePerYear,AgeGroup
55,0.0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,24,4.428571428571429,0.7777777777777778,0.2222222222222222,0.2903225806451613,1.2857142857142858,0.3333333333333333,222.0,1861.7777777777778,51-65
35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,34,1.0,0.0,0.0,1.0,1.0,3.0,116.0,1951.0,31-35
29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7,20,40.0,0.875,0.875,0.8888888888888888,1.0,0.125,24.071428571428573,944.125,26-30
32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,24,8.0,0.875,0.375,1.0,1.1428571428571428,0.25,166.0,840.625,31-35
41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,37,4.0,0.75,0.5,1.0,4.0,1.25,67.8,785.0,41-50
28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,23,0.8333333333333334,1.0,0.5,0.4,0.6666666666666666,1.5,445.0,2191.0,26-30
35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1,26,9.0,0.6666666666666666,0.1111111111111111,1.0,4.5,0.3333333333333333,120.5,472.1111111111111,31-35
28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,23,40.0,0.5,0.5,0.8,4.0,0.5,791.0,538.5,26-30
45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,36,2.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,171.28571428571428,2144.6666666666665,41-50
42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,32,10.0,0.8888888888888888,0.8888888888888888,0.9,1.125,0.3333333333333333,32.172413793103445,492.6666666666667,41-50
29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,25,4.0,0.75,0.5,1.0,4.0,0.75,373.0,1162.25,26-30
26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,18,8.0,0.625,0.25,1.0,2.6666666666666665,0.25,145.75,359.375,26-30
59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,31,4.0,0.7619047619047619,0.42857142857142855,0.75,2.625,0.14285714285714285,57.4,363.6666666666667,51-65
31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,26,5.0,0.4,0.6,1.0,1.0,0.2,25.76923076923077,582.2,31-35
52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,24,14.0,0.8,0.8,0.17857142857142858,5.0,0.8,106.33333333333333,1593.8,51-65
38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,18,40.0,0.47368421052631576,0.47368421052631576,0.95,9.5,0.21052631578947367,19.41176470588235,464.36842105263156,36-40
30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,24,40.0,0.6,0.4,0.8333333333333334,2.5,0.6,713.5,544.0,26-30
39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,18,3.0,0.3888888888888889,0.2777777777777778,0.8571428571428571,1.5,0.2222222222222222,101.5,676.0555555555555,36-40
34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,28,2.0,,,0.0,0.0,6.0,232.33333333333334,18711.0,31-35
41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,24,8.5,0.0,0.0,0.058823529411764705,1.0,2.0,74.26315789473684,3072.0,41-50
26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,25,1.0,0.0,0.0,1.0,1.0,3.0,19.625,2340.0,26-30
42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,34,1.6,0.5,1.0,0.25,0.6666666666666666,1.0,635.5,1257.5,41-50
41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,19,22.0,0.3181818181818182,0.45454545454545453,1.0,7.333333333333333,0.13636363636363635,314.0,872.2272727272727,41-50
30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2,26,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,84.875,2650.5,26-30
30,0.0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,18,12.0,0.75,0.8333333333333334,1.0,1.7142857142857142,0.3333333333333333,12.333333333333334,256.0,26-30
19,1.0,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,18,1.0,0.0,0.0,1.0,1.0,3.0,19.952380952380953,2121.0,15-25
27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,26,1.0,1.0,0.0,1.0,1.0,2.0,154.5,2318.0,26-30
38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,21,40.0,0.625,0.8125,0.9411764705882353,2.6666666666666665,0.375,39.666666666666664,663.0625,36-40
36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,24,3.0,1.0,1.0,0.5833333333333334,7.0,0.42857142857142855,153.625,725.5714285714286,36-40
32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,22,1.4285714285714286,0.8,0.8,0.5,5.0,0.4,114.77777777777777,840.0,31-35
39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,22,4.25,0.7333333333333333,0.6,0.8823529411764706,2.5,0.06666666666666667,332.25,393.46666666666664,36-40
33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,23,10.0,0.8,0.7,1.0,1.0,0.3,358.6666666666667,334.8,31-35
46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,27,9.5,0.7,0.8,0.5263157894736842,10.0,0.5,82.5,481.0,41-50
46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,31,7.5,0.6666666666666666,0.6666666666666666,0.2,1.5,1.0,112.5,3023.6666666666665,41-50
41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,21,10.0,0.7222222222222222,0.9444444444444444,0.9,6.0,0.16666666666666666,43.833333333333336,262.27777777777777,41-50
39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,27,1.3333333333333333,0.375,0.75,0.6666666666666666,2.0,0.375,47.0,798.625,36-40
34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,25,1.125,0.4,0.8,0.5555555555555556,5.0,0.6,71.6842105263158,1060.8,31-35
34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,No,11,3,3,0,13,4,3,12,6,2,11,21,40.0,0.5,0.9166666666666666,0.9230769230769231,4.0,0.3333333333333333,59.857142857142854,999.5,31-35
29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,22,7.0,1.0,1.0,1.0,3.5,0.2857142857142857,14.4,1181.142857142857,26-30
37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,29,8.0,0.875,0.875,1.0,4.0,0.375,13.80952380952381,445.5,36-40
35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,0,1,2,3,1,0,0,1,34,1.0,0.0,1.0,1.0,1.0,2.0,153.625,2269.0,31-35
46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3,29,2.4285714285714284,0.5,0.75,0.23529411764705882,4.0,0.75,644.0,2349.0,41-50
47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,39,2.0,0.8,0.6,0.625,2.5,0.4,26.62962962962963,1279.4,41-50
30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3,20,1.1111111111111112,0.8,0.6,0.5,5.0,0.6,202.4,752.2,26-30
29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,18,2.75,0.7142857142857143,1.0,0.6363636363636364,3.5,0.14285714285714285,39.535714285714285,359.14285714285717,26-30
50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,30,20.0,0.4,0.4,1.0,5.0,0.15,43.107142857142854,161.05,41-50
34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,28,6.0,0.8333333333333334,0.5,1.0,3.0,0.5,155.55555555555554,952.3333333333334,31-35
31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7,21,10.0,0.2,0.7,1.0,1.4285714285714286,0.3,15.0,617.9,31-35
48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,29,9.5,1.0,1.0,0.10526315789473684,0.6666666666666666,0.0,46.166666666666664,2120.0,41-50
43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,35,2.0,0.4,0.4,0.625,5.0,0.6,184.125,904.4,41-50
34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,24,10.0,0.7,0.7,1.0,1.6666666666666667,0.3,12.285714285714286,533.7,31-35
60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,48,40.0,0.6363636363636364,0.8181818181818182,0.9166666666666666,5.5,0.2727272727272727,99.42857142857143,474.54545454545456,51-65
52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,40,1.3333333333333333,0.8,0.8,0.4166666666666667,5.0,0.4,32.25,590.0,51-65
25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,23,2.0,1.0,0.5,1.0,0.6666666666666666,1.0,182.85714285714286,1444.5,15-25
46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,18947,22822,3,No,12,3,4,0,22,2,2,2,2,2,1,24,7.333333333333333,1.0,0.5,0.09090909090909091,0.6666666666666666,1.0,352.5,9473.5,41-50
29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,26,3.0,0.6666666666666666,0.6666666666666666,1.0,1.5,1.6666666666666667,1010.0,1253.3333333333333,26-30
41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,33,8.0,0.875,0.875,1.0,1.0,0.625,35.75,1169.375,41-50
45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,37,2.6666666666666665,1.0,1.0,0.25,2.0,1.5,19.2,1327.0,41-50
30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2,22,1.1428571428571428,0.6666666666666666,0.6666666666666666,0.375,3.0,1.0,122.14285714285714,1593.0,26-30
33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,23,10.0,0.7,0.1,1.0,10.0,0.3,45.84,453.9,31-35
33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,28,5.0,0.8,0.8,1.0,2.5,0.4,73.5,720.0,31-35
42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8,30,12.0,0.75,0.6666666666666666,1.0,2.0,0.25,83.11111111111111,306.0833333333333,41-50
43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17,20,7.666666666666667,0.3333333333333333,0.8095238095238095,0.9130434782608695,1.3125,0.14285714285714285,132.75,487.1904761904762,41-50
39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,18,21.0,0.2857142857142857,0.38095238095238093,1.0,1.75,0.14285714285714285,466.0,606.7619047619048,36-40
39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,32,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.5,0.3333333333333333,1431.0,744.0,36-40
35,0.0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,19,4.0,0.15384615384615385,0.9230769230769231,0.8125,2.6,0.46153846153846156,151.5,798.2307692307693,31-35
26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,21,2.5,0.6666666666666666,0.6666666666666666,0.6,3.0,0.6666666666666666,90.5625,791.0,26-30
51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,33,4.5,1.0,1.0,0.3888888888888889,7.0,0.2857142857142857,84.14285714285714,705.1428571428571,51-65
40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,25,3.0,0.9166666666666666,0.6666666666666666,0.8,1.0,0.0,601.0,531.4166666666666,36-40
32,0.0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,22,10.0,0.7,0.8,1.0,10.0,0.4,75.5,620.9,31-35
28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,22,1.2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,110.55555555555556,1188.5,26-30
40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,19,40.0,0.75,0.6,0.9523809523809523,10.0,0.1,699.0,902.05,36-40
45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,21,24.0,0.375,0.4583333333333333,1.0,2.4,0.08333333333333333,178.42857142857142,217.08333333333334,41-50
44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,18,6.5,1.0,0.5,0.07692307692307693,2.0,1.0,438.3333333333333,9756.5,41-50
50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,25,6.25,0.6666666666666666,0.6666666666666666,0.12,1.5,0.6666666666666666,47.214285714285715,5626.666666666667,41-50
45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,36,9.0,0.8888888888888888,0.8888888888888888,1.0,9.0,0.2222222222222222,10.782608695652174,403.6666666666667,41-50
35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,26,9.0,0.8888888888888888,0.8888888888888888,1.0,4.5,0.3333333333333333,47.388888888888886,1007.6666666666666,31-35
48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8,37,11.0,0.9,0.8,0.9090909090909091,10.0,0.2,213.75,789.8,41-50
40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,31,9.0,0.8888888888888888,0.7777777777777778,1.0,1.8,0.3333333333333333,54.166666666666664,368.77777777777777,36-40
42,0.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,38,40.0,0.6666666666666666,0.0,0.75,1.5,1.6666666666666667,272.0,898.6666666666666,41-50
21,0.0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,18,3.0,0.6666666666666666,0.0,1.0,1.5,1.3333333333333333,332.0,1076.6666666666667,15-25
38,0.0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,32,1.0,0.0,1.0,0.16666666666666666,1.0,0.0,134.0,3057.0,36-40
35,0.0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,31,1.3333333333333333,1.0,1.0,0.5,0.6666666666666666,1.5,49.65217391304348,2007.0,31-35
28,1.0,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,23,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,1.3333333333333333,578.5,1154.6666666666667,26-30
53,0.0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,31,3.6666666666666665,0.7647058823529411,0.11764705882352941,0.7727272727272727,1.0625,0.17647058823529413,688.0,873.6470588235294,51-65
35,0.0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,25,5.0,1.0,1.0,0.2,0.6666666666666666,1.0,11.11111111111111,4681.0,31-35
36,0.0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,23,3.25,0.875,0.25,0.6153846153846154,1.0,0.375,493.3333333333333,261.0,36-40
36,0.0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,3,17,2,3,17,14,12,8,19,17.0,0.8235294117647058,0.47058823529411764,1.0,1.3076923076923077,0.11764705882352941,152.875,593.8823529411765,36-40
59,0.0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,29,10.0,0.6,0.6,0.16666666666666666,1.0,0.8,357.5,2745.2,51-65
49,0.0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,27,3.6666666666666665,0.8888888888888888,0.3333333333333333,0.4090909090909091,3.0,0.3333333333333333,21.75,1457.7777777777778,41-50
36,0.0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0,31,1.6666666666666667,0.0,0.0,0.2,1.0,3.0,22.0,3038.0,36-40
53,0.0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,21,10.666666666666666,0.2,0.6,0.15625,2.5,0.6,138.57142857142858,2962.8,51-65
53,0.0,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2,25,5.6,0.0,1.0,0.07142857142857142,0.6666666666666666,1.5,108.5,5918.0,51-65
31,1.0,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7,21,10.0,0.8,0.7,1.0,2.0,0.2,1445.0,744.6,31-35
29,0.0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,No,11,3,3,1,10,1,3,10,9,8,8,19,10.0,0.9,0.8,1.0,1.1111111111111112,0.1,66.14285714285714,998.0,26-30
26,1.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,20,1.0,0.6666666666666666,0.6666666666666666,0.5,1.5,0.6666666666666666,171.0,680.6666666666666,26-30
20,1.0,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,18,2.0,1.0,1.0,1.0,2.0,1.5,250.0,1022.0,15-25
31,0.0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,21,2.5,0.8333333333333334,0.8333333333333334,0.6,6.0,0.3333333333333333,414.0,1097.0,31-35
